clusterId;exampleTweet;tree-5;tree-10;tree2;linear-svm;poly-svm;rbf-svm;sigmoid-svm;tree-5-no5;tree-10-no5;tree2-no5;linear-svm-no5;poly-svm-no5;rbf-svm-no5;sigmoid-svm-no5;tree-majority;svm-majority
70;"isis vehicle captured by sdf in northern aleppo.     ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
71;"rebels conduct suicide attack on government held area aleppo 💥  ";1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1
71;"rebels conduct suicide attack on government held area aleppo 💥  ";1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1
71;"rebels conduct suicide attack on government-held area aleppo ";1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1
72;"syria: rebels attack again near aleppo 

 ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;"friday syria daily: rebels attack again near aleppo    ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;"friday syria daily: rebels attack again near aleppo   ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;"syrian rebels renew attack on aleppo ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
73;"syrian rebels renew attack on aleppo  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
73;"syrian rebels renew attack on aleppo ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
74;"breaking: russian experts collecting evidence of anti-govt chemical attack in aleppo – defense ministry ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
74;"breaking: russian experts collecting evidence of anti-govt chemical attack in aleppo – defense ministry ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
74;"russian experts collecting evidence of anti-govt chemical attack in aleppo – defense ministry ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
75;"your friday headlines: tory mp resigns, marksandspencer closes stores, aleppo, and officialsting plays bataclan ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
75;"your friday headlines: tory mp resigns, marksandspencer closes stores, aleppo, and officialsting plays bataclan ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
75;"your friday headlines: tory mp resigns, marksandspencer closes stores, aleppo, and officialsting plays bataclan ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
76;"inside aleppo: a city braced for another escalation channel4news ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;"inside aleppo: a city braced for another escalation channel4news ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;"inside aleppo: a city braced for another escalation channel4news ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;"sf timefortruth overview of military situation in aleppo city on november 4, 2016  eo ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
77;"sf timefortruth overview of military situation in aleppo city on november 4, 2016  eo ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
77;"overview of military situation in aleppo city on november 4, 2016 ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
78;"reports from aleppo city - 2 november - eng captions  primenews breakingnews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;"reports from aleppo city - 2 november - eng captions  primenews breakingnews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;"reports from aleppo city - 2 november - eng captions  liveleak linenews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;"armed opposition enter new aleppo, engage in street battles with regime forces: rebels syria… ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
79;"armed opposition enter new aleppo, engage in street battles with regime forces: rebels syria… ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
79;"armed opposition enter new aleppo, engage in street battles with regime forces: rebels syria… ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
80;".trump said 2 help russia in syria. no we should stop them! 'moscow military assault on aleppo' ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;".trump said 2 help russia in syria. no we should stop them! 'moscow military assault on aleppo' ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;".trump said 2 help russia in syria. no we should stop them! 'moscow military assault on aleppo' ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;"this is 7 yr old bana alabed
she is under siege in aleppo,syria
in my eyes, she is the anne frank… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;"this is 7 yr old bana alabed
she is under siege in aleppo,syria
pls encourage her
many thanks/ a fan of y… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;"this is 7 yr old bana alabed
she is under siege in aleppo,syria
in my eyes, she is the anne frank of now
p… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;"isil aleppo
📷conduct of battles against pkk ne industrial city
 
wonderwoman foxnews2016";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;"isil aleppo
📷conduct of battles against pkk ne industrial city
 
hillaryindictment cnntbt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;"isil aleppo
📷conduct of battles against pkk ne industrial city
 
hillaryindictment cnntbt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;"fear and distrust in aleppo as army offers to let civilians flee - via  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
83;"fear and distrust in besieged aleppo as army offers to let civilians flee  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
83;"retweeted abc news (
fear and distrust in besieged aleppo as army offers to let civilians flee... ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
84;"aleppo churches open doors to displaced muslim families ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;"aleppo churches open doors to displaced muslim families  christians deserve to be persecuted.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;"aleppo churches open doors to displaced muslim families  christians deserve to be persecuted.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;"syria aleppo prayers for the peace of syria. 

peace must come to the ancient land. 

";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;"syria aleppo prayers for the peace of syria. 

peace must come to the ancient land !

";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;"syria aleppo prayers for the peace of syria. 

peace must come to all of the ancient land. 

";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;"inside the city of hell and an appalling affront to humanity: our veteran war reporter has…  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;"inside the city of hell and an appalling affront to humanity: our veteran war reporter has…  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;"inside the city of hell and an appalling affront to humanity: our veteran war reporter has covered many bloody… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;"the latest the insyrianow daily!  thanks to syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;"the latest the insyrianow daily!  thanks to syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;"the latest the insyrianow daily!  thanks to syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;"thanks !!!  semper fi !!!! ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
88;"the latest the r.a.w.w. scoop daily!  thanks to syria aleppo";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
88;"the latest the christian business daily!  aleppo";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
89;"isis, al-qaeda and the "moderate rebels" are... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;"isis, al-qaeda and the "moderate rebels" are... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;"isis, al-qaeda and the "moderate rebels" are... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;"islamic state, turkey-backed rebels launch simultaneous attacks on kurdish positions positions in aleppo ";0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1
90;"isis, turkey-backed rebels launch simultaneous attacks on kurdish positions in aleppo ";0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1
90;"isis, turkey-backed rebels launch simultaneous attacks on kurdish positions in aleppo ";0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1
91;"syria rebels launch new attacks to end aleppo siege ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;"news: rebels step up battle to end aleppo siege ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;"news: rebels step up battle to end aleppo siege ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;"syria rebels reject russian demand to withdraw from aleppo: rebel official  via ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
92;"syria rebels reject russian demand to withdraw from aleppo: rebel offici.. related articles: ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
92;"syria rebels reject russian demand to withdraw from aleppo: rebel official  via ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
93;"aleppo truce ends with no rebel evacuation - xinhua  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;"aleppo truce ends with no rebel evacuation - xinhua | ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;"aleppo truce ends with no rebel evacuation - xinhua  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;"government airstrikes, rebel shelling defy aleppo truce ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;"government airstrikes, rebel shelling defy aleppo truce on friday. syria ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;"government airstrikes, rebel shelling defy aleppo truce on friday. syria ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;"rebels escalate attacks on western aleppo, killing 12 civilians -- news from  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;"rebels escalate attacks on western aleppo, killing 12 civilians  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;"rebels escalate attacks on western aleppo, killing 12 civilians -- news from  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;"| drone footage of failed rebels' attack on 3000 project, western aleppo source: … ";1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1
96;"western part of aleppo ";1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1
96;"drone footage of failed rebel advance on the western aleppo 3000 apartment projects  syria aleppo saa russia
";1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1
97;"retweeted oz katerji (
russia has threatened to kill every man, woman &amp; child in east aleppo this... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;"retweeted oz katerji (
russia has threatened to kill every man, woman &amp; child in east aleppo this... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;"retweeted oz katerji (
russia has threatened to kill every man, woman &amp; child in east aleppo this... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;"syria out of 35 doctors left in east aleppo, only 7 are surgeons. many patients in need of urgent specialised car… ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
98;"syria out of 35 doctors left in east aleppo, only 7 are surgeons. many patients in need of urgent specialised car… ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
98;"bluehand bluehandfamily britainfirst msf: syria out of 35 doctors left in east aleppo, only 7 are surgeons. m… ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
99;"in response to moscow’s truce…the opposition launches ‘aleppo battle 2’ ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;"in response to moscow’s truce…the opposition
 launches 'aleppo battle 2'

 ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;"in response to moscow’s truce…the opposition launches ‘aleppo battle 2’ ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;"the remnant in aleppo: muslim lives being transformed by christian witness  christiannews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;"the remnant in aleppo: muslim lives being transformed by christian witness  christiannews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;"the remnant in aleppo: muslim lives being transformed by christian witness ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;"muslims meet christians in aleppo for the first time. ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;"muslims in aleppo meet christians for the first time ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;"muslims in aleppo meet christians for the first time ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;"parish priest of aleppo: christians are the target of many attacks   romereports";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;"parish priest of aleppo: christians are the target of many attacks  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;"parish priest of aleppo: christians are the target of many attacks ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;"isil aleppo
📷targeting vso in halab's northern countryside w. mortar rounds ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;"isil aleppo
📷targeting vso in halab's northern countryside w. mortar rounds 
nationalsandwichday wonderwoman";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;"isil aleppo
📷targeting vso in halab's northern countryside w. mortar rounds 
hillaryindictment hamiltonmixtape";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;"syria is claims to have attack on turkish tank near telal al-inab south akhtarin, aleppo . terrormonitor
";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
104;"amaqagency second turkish tank damaged after targeting it with a guided missile in the village talil akhtarin aleppo fıratkalkanı 1 tank🚮";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
104;"syria amaaq claim isis svbied targeted euphrates shield fighters near tel jijan south akhtarin aleppo… ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
105;".please save the innocent people of aleppo! sanction russia immediately and implement a no-fly zone!";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;".please save the innocent people of aleppo! sanction russia immediately and implement a no-fly zone! eusavealeppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;".please save the innocent people of aleppo! sanction russia immediately and implement a no-fly zone!";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;"davidicke: praise mosul, bash aleppo: western media guide for iraq-syria coverage  mosul aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;"praise mosul, bash aleppo: western media guide for iraq-syria coverage: ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;"praise mosul, bash aleppo: western media guide for iraq-syria coverage  mosul aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;"page 15        meat-grinder phase       aleppo 
2 ighimasi jfs
2  sham front militant

( i had two page 1… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;"page 15        meat-grinder phase       aleppo 
2 ighimasi jfs
2  sham front militant

( i had two page 1… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;" page 12        the meat-grinder phase                           aleppo ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;"adicionei um vídeo a uma playlist  army repels attack al nusra launched in west aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;"adicionei um vídeo a uma playlist  war | battle of aleppo: heavy clashes and intense urban";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;"adicionei um vídeo a uma playlist  war october 2016 | battle of aleppo syrian mujahideen (sunni)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;"at least 13 killed in russian airstrike on kafr naha west to aleppo    via ";1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1
109;"at least 13 killed in russian airstrike on kafr naha west to aleppo ";1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1
109;"at least 13 killed in russian airstrike on kafr naha west to aleppo    via ";1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1
110;"russian experts come to aleppo to collect evidence of chemical weapons use ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
110;"russian experts come to aleppo to collect evidence of chemical weapons use
 ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
110;"russian experts come to aleppo to collect evidence of chemical weapons use
 ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
111;"texas news studio update on the russian fleet in the e med and aleppo:  via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;"texas news studio update with mark meyers on the russian fleet in the e med and aleppo:  via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;"ver "texas news studio update with mark meyers on the russian fleet in the e med and aleppo" en youtube - ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;"bombed by russian warplanes on alotarb aleppo, syria 11.04.2016 ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;"bombed by russian warplanes on alotarb aleppo, syria 11.04.2016 ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;"bombed by russian warplanes on alotarb aleppo,… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;"russia's strategy in aleppo: delay diplomacy until shi'ite militias finish with mosul ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;"russian strategy in aleppo: delay diplomacy, let shi'ite militias finish the job - haaretz ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;"russian strategy in aleppo: delay diplomacy, let shi'ite militias finish the job - middle east news - haaretz ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;"give4syria yes, for syria  is out!  stories via syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;"give4syria yes, for syria  is out!  stories via aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;"give4syria yes, for syria  is out!  stories via aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;"syria is out!  ff syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;"syria is out!  ff syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115;"syria is out!  ff syria aleppo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;"demonstrators in london protest aleppo attacks ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;"demonstrators in london protest aleppo attacks - the washington post ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;"demonstrators in london protest aleppo attacks ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;"breaking media release: peace activists blockade in london to protest ‘annihilation’ of aleppo… ";1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
117;"london: peace activists blocking in london to protest annihilation of aleppo city. ";1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
117;"peace activists blockade in london to protest ‘annihilation’ of aleppo     ";1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
118;"syria conflict: attack on government-held aleppo 'kills 12' - bbc news  syriasvibes… ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
118;"bbc news - syria conflict: attack on government-held aleppo 'kills 12' ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
118;"syria conflict: attack on government-held aleppo 'kills 12' - bbc news  syriasvibes… ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
119;"syria rebels renew aleppo attack  ";0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0
119;"middle east: syria rebels renew aleppo attack before russia ceasefire,state media said at least 12 people had... ";0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0
119;"syria rebels renew aleppo attack  ";0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0
120;"iran news the latest: syria rebels dismiss putin's aleppo initiatives  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
120;"the latest: syria rebels dismiss putin's aleppo initiatives.. related articles: ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
120;"iran news the latest: syria rebels dismiss putin's aleppo initiatives  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
121;"no aid has reached the east of aleppo since summer jnl102";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
121;"the children of east aleppo  via ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
121;"un declares syria's east aleppo 'besieged'  ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
122;""we call on the international community to protect civilians of syria, our children and women. nothing more." care… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;""we call on the international community to protect civilians of syria, our children and women. nothing more." care partner in aleppo.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122;""we call on the international community to protect civilians of syria, our children and women. nothing more." care… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
123;"russia airstrikes kill 13 people, mostly children, in aleppo  ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
123;"from the children of aleppo ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
123;"these are the children of aleppo 
هؤلاء أطفال حلب 
aleppoundersiege
standwithaleppo 
 ملحمه_حلب_الكبرى ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
124;"one family's journey out of the bloody 'tragedy' of eastern aleppo ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
124;"one family's journey out of the bloody 'tragedy' of eastern aleppo ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
124;"one family's journey out of the bloody 'tragedy' of eastern aleppo ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
125;"maybe not...

aleppo "russia’s position is that there is no military solution to the syria'n issue" dmit… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;"exclusive: military trusteeship of russia in aleppo
a24
  by deirezzor24 via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;"maybe not...

aleppo "russia’s position is that there is no military solution to the syria'n issue" dmit… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;"'you know that everyone has given up on you, they left you alone to face your doom' leaflets dropped on e aleppo t… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;"russia to aleppo: "you know that everyone has given up on you. they left you alone to face your doom and nobody w… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;"'you know that everyone has given up on you, they left you alone to face your doom' leaflets dropped on e aleppo… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;"three disgusting pigs eliminated  !!
3 suqour al sham brigade commanders killed in aleppo

3 suqour al sham... ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
127;"3 suqour al sham brigade commanders killed in aleppo
 syria سوريا حلب";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
127;"via 
three suqour al sham brigade (falcons of the levant) commanders killed in aleppo in clashes… ";0;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1
128;"iraq: flash update – aleppo– 03 november 2016  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;"iraq: flash update – aleppo– 03 november 2016  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;"reliefweb iraq: flash update – aleppo– 03 november 2016: source: un office for the coordination of humanitarian… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;"sw aleppo: jaish mujahideen struck with a tow a building on tell uhud full of pro-regime forces (said hezbollah).… ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
129;"sw aleppo: jaish mujahideen struck with a tow a building on tell uhud full of pro-regime forces (said hezbollah).… ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
129;"😳sw aleppo: jaish mujahideen struck with a tow a building on tell uhud full of pro-regime forces (said hezbollah). ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
130;"aleppo could be 'bombed into smithereens', warns john kerry syria ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
130;"aleppo could be 'bombed into smithereens', warns john kerry 
";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
130;"aleppo could be 'bombed into smithereens', warns john kerry 
";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
131;"he martyred with 7 others in aleppo...he came from a very wealthy family...he is also a friend of messi!";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
131;" i think the west is giving up on aleppo, the reports are slightly more balanced this week";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
131;"aleppo will become graveyard for terrorists";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
132;"russian air force performs multiple airstrikes over aleppo. ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
132;"fsa news aleppo  fsa forces on 3000 project frontlines today after opening 2nd round of operations to… ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
132;"fsa news aleppo  fsa forces on 3000 project frontlines today after opening 2nd round of operations to… ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
133;"clashes subside between syrian rebels in city of aleppo - fox news ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;"clashes subside between syrian rebels in city of aleppo - fox news ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;"clashes subside between syrian rebels in city of aleppo - fox news ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134;"no words (aleppo, syria, april 2010) –  ";0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1
134;"image of the day syria aleppo ";0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1
134;"16 places that shaped the 2016 election: aleppo, syria aleppo. ";0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1
135;"front-lines at the saa and  allies controlled area of minyan, western aleppo today syria24

s.m.";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
135;"front-lines at the saa + allies controlled area of minyan, western aleppo today (04/11/2016) ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
135;"front-lines at the saa and  allies controlled area of minyan, western aleppo today syria24

s.m.";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
136;"us - turkey - saudi backed "moderate" terrorists shelling western aleppo. syria... ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
136;"channel 4's reports from government-held western aleppo as the city braces for 'all out war' ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
136;"channel 4's reports from government-held western aleppo as the city braces for 'all out war' ";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
137;"syrian army gains more areaas along aleppo-hama highway ";1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1
137;"syrian army gains more areaas along aleppo-hama highway ";1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1
137;"following the previous gains in northern hama,the syrian army gains more area,s along the aleppo-hama highway. ";1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;1
138;"syrian army, allies foil major attack by militants west of aleppo

syrian army and allied forces managed on... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;"syrian army, allies foil major attack by militants west of aleppo 
middle_east ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;"syrian army, allies foil major attack by militants west of aleppo 
middle_east ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;"putin is threatening to residents of aleppo: "it`s your last chance to leave city alive - 4 november" savealeppo
";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
139;"putin is threatening to residents of aleppo: "it`s your last chance to leave city alive - 4 november" savealeppo";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
139;"putin is threatening to residents of aleppo: "it`s your last chance to leave city alive - 4 november" savealeppo";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
140;"latest: syria crisis: russia offers ‘final truce chance’ to aleppo rebels ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;"syria crisis: russia offers ‘final truce chance’ to aleppo rebels  via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
